stage,channel_index_0based,wavelength_nm_approx,mean_pseudo_absorbance,sd_pseudo_absorbance,n
0,87,1250.0,0.1862691342830658,0.035192131996154785,2242
0,88,1253.4482758620688,0.18547695875167847,0.035142675042152405,2242
0,89,1256.896551724138,0.18447968363761902,0.035031892359256744,2242
0,90,1260.344827586207,0.18362605571746826,0.03499935567378998,2242
0,91,1263.7931034482758,0.18263038992881775,0.03495481610298157,2242
0,92,1267.2413793103449,0.18189948797225952,0.03492153808474541,2242
0,93,1270.6896551724137,0.18129849433898926,0.034842368215322495,2242
0,94,1274.1379310344828,0.18085375428199768,0.03476523980498314,2242
0,95,1277.5862068965516,0.1805422306060791,0.0347377248108387,2242
0,96,1281.0344827586207,0.18047122657299042,0.03470684587955475,2242
0,97,1284.4827586206898,0.1806260198354721,0.03470059856772423,2242
0,98,1287.9310344827586,0.18108965456485748,0.03468718007206917,2242
0,99,1291.3793103448274,0.18176913261413574,0.03470993787050247,2242
0,100,1294.8275862068965,0.18280969560146332,0.03476457670331001,2242
0,101,1298.2758620689656,0.18413321673870087,0.03482911363244057,2242
0,102,1301.7241379310344,0.18584930896759033,0.03492468222975731,2242
0,103,1305.1724137931035,0.18803814053535461,0.03506831079721451,2242
0,104,1308.6206896551723,0.1905374974012375,0.035199593752622604,2242
0,105,1312.0689655172414,0.19316869974136353,0.03535021096467972,2242
0,106,1315.5172413793102,0.19606103003025055,0.03556583449244499,2242
0,107,1318.9655172413793,0.1992059350013733,0.03582001477479935,2242
0,108,1322.4137931034484,0.20236392319202423,0.03605213388800621,2242
0,109,1325.8620689655172,0.20543432235717773,0.0362812839448452,2242
0,110,1329.310344827586,0.20844592154026031,0.036524370312690735,2242
0,111,1332.7586206896551,0.21139533817768097,0.03678504005074501,2242
0,112,1336.2068965517242,0.2143959254026413,0.037052594125270844,2242
0,113,1339.655172413793,0.2169896513223648,0.037249356508255005,2242
0,114,1343.103448275862,0.2194068282842636,0.037498775869607925,2242
0,115,1346.551724137931,0.22157429158687592,0.03771813213825226,2242
0,116,1350.0,0.2238791137933731,0.03797454759478569,2242
0,117,1353.4482758620688,0.22633472084999084,0.03818977251648903,2242
0,118,1356.896551724138,0.2295825183391571,0.03848632425069809,2242
